#dig start(10;10;Top left corner of central staircase) A complete dug-out room based on the 20squared template.,,,,,,,,,,,,,,,,,,,,
`,`,`,`,`,`,`,`,`,d,d,`,`,`,`,`,`,`,`,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
d,d,d,d,d,d,d,d,d,i,i,d,d,d,d,d,d,d,d,d,#
d,d,d,d,d,d,d,d,d,i,i,d,d,d,d,d,d,d,d,d,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,`,`,`,`,`,`,`,`,d,d,`,`,`,`,`,`,`,`,`,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
