"#dig Underground maze spiral, suitable for trapping.",,,,,,,,,,,,,,,,,,,,
`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,d,,,,,,,,,,,,,,,,,d,`,#
`,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,`,#
`,d,,d,,,,,,,,,,,,,d,,d,`,#
`,d,,d,,d,d,d,d,d,d,d,d,d,d,,d,,d,`,#
`,d,,d,,d,,,,,,,,d,,,d,,d,`,#
`,d,,d,,d,,d,d,d,d,,d,,,d,,,d,`,#
`,d,,d,,d,,d,,,d,,d,,d,,,d,,`,#
d,d,,d,,d,,d,,,d,,d,,d,,d,,,d,#
d,,,d,,d,,d,,d,,,d,,d,,d,,d,d,#
`,,d,,,d,,d,,d,,,d,,d,,d,,d,`,#
`,d,,,d,,,d,,d,d,d,d,,d,,d,,d,`,#
`,d,,d,,,d,,,,,,,,d,,d,,d,`,#
`,d,,d,,d,d,d,d,d,d,d,d,d,d,,d,,d,`,#
`,d,,d,,,,,,,,,,,,,d,,d,`,#
`,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,`,#
`,d,,,,,,,,,,,,,,,,,d,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
