#dig Basic Modulus tunnels. We can turn the unmined area in the middle into specific types of rooms later. Repeat with with e.g. 2e 2s 10d for a complete base 'framework'.,,,,,,,,,,,,,,,,,,,,
i,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,i,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
d,,,,,,,,,,,,,,,,,,,d,#
i,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,i,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
