#dig start(15; 15; Top left corner of central staircase) Digs the downward stairs for rooms to be built in the z-levels below.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
`,`,`,`,`,`,`,`,`,`,`,`,`,~,~,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
~,,,,,,,,,,,,,j,j,,,,,,,,,,,,,,,~,#
~,,,,,,,,,,,,,j,j,,,,,,,,,,,,,,,~,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,`,`,`,`,`,`,`,`,`,`,`,`,~,~,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
