#build Adds some doors. In its own csv because we might not have a bunch of doors right after embark.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~,,,,,,,d,,,,,,d,,,d,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,~,,,~,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,~,,,~,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,~,,,~,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,~,,,~,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,~,,,~,,,,,,~,,,,,,,,,#
~,,,,,,,d,,,,,,d,,,d,,,,,,~,,,,,,,,,#
~,d,~,~,d,~,~,~,d,~,~,~,d,~,,,~,d,~,~,~,d,~,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,~,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,~,,,,,,,,,#
~,d,~,~,d,~,~,~,,,,,,,,,,,,,,,~,,,,,,,,,#
~,,,,,,,d,,,,,,,,,,,,,,,~,,,,,,,,,#
~,,,,,,,~,~,~,~,~,d,d,~,~,d,d,~,~,~,~,~,,,,,,,,,#
~,,,,,,,~,,,,,,,,,,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,,,,,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,,,,,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,,,,,,,,,,~,,,,,,,,,#
~,,,,,,,~,,,,,,~,~,~,~,,,,,,~,,,,,,,,,#
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,,,,,,,,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
