"#build Needs lots and lots of stone. Forbid materials you don't want worked with (e.g. wood). If UseLongConstructions is set in quickfort.ahk, make sure the piles QF will use have a LOT of material in them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,#
CF,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,CF,#
CF,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,CF,CF,CF,CF,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,,,,,CF,Cf,Cf,CF,#
CF,Cf,Cf,,,,,,,,,,,,Cf,Cf,,,,,Cf,Cf,CF,CF,CF,CF,CF,CF,Cf,Cf,CF,#
CF,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,CF,#
CF,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,Cf,CF,#
CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
