"#dig Standard dig layout for this fortress. incorporates a doublewide hall running centrally EW and NS, up/down stairs and channel designations for waterfall plumbing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
d,d,d,d,i,d,d,d,d,d,r,d,d,d,i,i,d,d,d,r,d,d,d,d,d,i,d,d,d,d,d,#
d,d,d,d,i,d,d,d,d,d,r,d,d,d,i,i,d,d,d,r,d,d,d,d,d,i,d,d,d,d,d,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,r,r,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,d,d,,,,,,,,,,,,,,,,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
