"#dig Surface level digging, creating the first entrances into the fort and channeling out a path for invaders. Consider deforesting the entire 31x20 surface area before beginning. It may also be helpful to build a 1 tile wall first to serve as your top-left-corner placeholder, at least until the walls are finished -- lower Z-levels need to be aligned properly for stairs to meet, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,,,,,~,~,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,h,h,h,,~,~,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,,,h,,~,~,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,h,h,,h,`,`,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,,,h,h,h,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,h,h,h,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,,,,,,`,#
`,,,,j,,,,,,,,,,j,j,,,,,,,`,h,h,h,h,h,h,,`,#
`,,,,j,,,,,,,,,,j,j,,,,,,,`,h,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,h,h,h,h,h,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,h,h,h,h,h,,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,h,h,h,h,h,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,,,,`,h,h,h,h,h,h,,`,#
`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,#
`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
