#query Easy way to remove buildings over an area (q x). Can be used with Alt+R to affect a larger area or multiple Z-levels. Alt+X is easier to use for spot cleanups.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,{x 361},,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
