#dig start(10;10;Top-left ~ character in center of blueprint) Meager bedrooms (and 4 bigger ones) for your overworked dwarves.,,,,,,,,,,,,,,,,,,,,
`,`,`,`,`,`,`,`,`,j!i,j!i,`,`,`,`,`,`,`,`,`,#
`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,`,#
`,d,d,d,,,,,,d,d,,,,,,d,d,d,`,#
`,d,d,d,,d,d,d,d,d,d,d,d,d,d,,d,d,d,`,#
`,,,,,,,,,d,d,,,,,,,,d,`,#
`,d,,d,,d,,d,,d,d,d,d,d,d,,d,,d,`,#
`,d,,d,,d,,d,,d,d,,,,,,d,,d,`,#
`,d,,d,,d,,d,,d,d,d,d,d,d,,d,,d,`,#
`,d,,d,,d,,d,,d,d,,,,,,d,,d,`,#
j!i,d,d,d,d,d,d,d,d,j!i,j!i,d,d,d,d,d,d,d,d,j!i,#
j!i,d,d,d,d,d,d,d,d,j!i,j!i,d,d,d,d,d,d,d,d,j!i,#
`,d,,d,,,,,,d,d,,d,,d,,d,,d,`,#
`,d,,d,,d,d,d,d,d,d,,d,,d,,d,,d,`,#
`,d,,d,,,,,,d,d,,d,,d,,d,,d,`,#
`,d,,d,,d,d,d,d,d,d,,d,,d,,d,,d,`,#
`,d,,,,,,,,d,d,,,,,,,,,`,#
`,d,d,d,,d,d,d,d,d,d,d,d,d,d,,d,d,d,`,#
`,d,d,d,,,,,,d,d,,,,,,d,d,d,`,#
`,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,#
`,`,`,`,`,`,`,`,`,j!i,j!i,`,`,`,`,`,`,`,`,`,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
