"#build",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,"d",,,,,,,,,,"d",,,,,,,,"d",,,,,,,,,,"d",,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,"d",,"d",,,,,,,,,,,,,,,,"d",,"d",,,,,,,,,"#"
,"d",,,,,,,,,,,,,,,,"d",,"d",,,,,,,,,,,,,,,,"d",,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,"d",,,,,,,,"d",,,,,,,,,,"d",,,,,,,,"d",,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,"d",,,,,,,,"d",,,,,,,,,,"d",,,,,,,,"d",,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,"d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"d",,"#"
,,,,,,,,"d",,"d",,,,,,,,,,,,,,,,"d",,"d",,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,"d",,,,,,,,,,,,,,,,,,,,,,,,,,,,"d",,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,"d",,,,,,,,,,,,,,,,,,,,,,,,,,,,"d",,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,"d",,"d",,,,,,,,,,,,,,,,,,"d",,,,,,,,,"#"
,"d",,,,,,,,,,,,,,,,,,,,,,,,"d",,,,,,,,,,"d",,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,"d",,,,,,,,"d",,,,,,,,,,"d",,,,,,,,"d",,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,"d",,,,,,,,"d",,,,,,,,,,"d",,,,,,,,"d",,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,"d",,,,,,,,,,,,,,,,"d",,"d",,,,,,,,,,,,,,,,"d",,"#"
,,,,,,,,"d",,"d",,,,,,,,,,,,,,,,"d",,"d",,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,"d",,,,,,,,,,"d",,,,,,,,"d",,,,,,,,,,"d",,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
