#dig start(10;10;Top left corner of central staircase) Basic furniture factory.,,,,,,,,,,,,,,,,,,,,
`,`,`,`,`,`,`,`,`,,,`,`,`,`,`,`,`,`,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
,,,,,,,,,`,`,,,,,,,,,,#
,,,,,,,,,`,`,,,,,,,,,,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,`,`,`,`,`,`,`,`,,,`,`,`,`,`,`,`,`,`,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
