D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,#
D,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,D,#
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,#
D,D,D,D,,,,,,D,,,,D,,,,,,D,D,D,D,D,,,,,,D,,,,D,,,,,,D,D,D,D,D,,,,,,D,,,,D,,,,,,D,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,D,U,U,U,D,D,D,D,D,D,,D,D,D,,D,D,D,D,D,D,U,U,U,D,D,D,D,D,D,,D,D,D,,D,D,D,D,D,D,U,U,U,D,D,D,D,D,D,,D,D,D,#
D,D,D,D,,,,,,,D,D,D,,,,,,,D,D,D,D,D,,,,,,,D,D,D,,,,,,,D,D,D,D,D,,,,,,,D,D,D,,,,,,,D,D,D,D,#
D,D,D,,D,D,D,D,D,D,J,J,J,D,D,D,D,D,D,,D,D,D,,D,D,D,D,D,D,J,J,J,D,D,D,D,D,D,,D,D,D,,D,D,D,D,D,D,J,J,J,D,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,D,,,,,,D,,,,D,,,,,,D,D,D,D,D,,,,,,,,,,,,,,,,D,D,D,D,D,,,,,,D,,,,D,,,,,,D,D,D,D,#
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,#
D,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,D,,,,,,,,,,,,,,,,,,D,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,D,#
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,#
D,D,D,D,,,,,,D,,,,D,,,,,,D,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,D,,,,,,D,,,,D,,,,,,D,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,,D,D,D,D,D,,,,,,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,D,U,U,U,D,D,D,D,D,D,,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,,D,D,D,D,D,D,U,U,U,D,D,D,D,D,D,,D,D,D,#
D,D,D,D,,,,,,,D,D,D,,,,,,,D,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,D,,,,,,,D,D,D,,,,,,,D,D,D,D,#
D,D,D,,D,D,D,D,D,D,J,J,J,D,D,D,D,D,D,,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,,D,D,D,D,D,D,J,J,J,D,D,D,D,D,D,,D,D,D,#
D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,,,,,,,,,,,,,,,,,,D,D,D,,D,D,D,D,D,D,,,,D,D,D,D,D,D,,D,D,D,#
