"#build start(10;10;Top left corner of central staircase) Basic embarking starter kit of surface workshops: masons, carpenter, craftsdwarf, mechanic, bowyer, leatherwork, tanning, and butchery.",,,,,,,,,,,,,,,,,,,,
`,`,`,`,`,`,`,`,`,~,~,`,`,`,`,`,`,`,`,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,wm,,,,wm,,,,wr,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,wc,,,,wb,,,,wt,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,`,`,,,,,,,,,`,#
~,,,,,,,,`,~,~,`,,,,,,,,~,#
~,,,,,,,,`,~,~,`,,,,,,,,~,#
`,,,,,,,,,`,`,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,`,`,`,`,`,`,`,`,~,~,`,`,`,`,`,`,`,`,`,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
