#place start(10;10;Top left corner of central staircase) Basic embarking stockpiles.,,,,,,,,,,,,,,,,,,,,
`,`,`,`,`,`,`,`,`,~,~,`,`,`,`,`,`,`,`,`,#
`,b(3x3),,,s(3x3),,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,w(6x3),,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,g(6x3),,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,`,`,,,,,,,,,`,#
~,,,,,,,,`,~,~,`,,,,,,,,~,#
~,u(6x3),,,,,,,`,~,~,`,,,,,,,,~,#
`,,,,,,,,,`,`,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,p(3x3),,,z(3x3),,,,,,,,h(6x3),,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,h(3x3),,,d(3x3),,,,,,,,l(3x3),,,r(3x3),,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,,,,,,,,,,,,,,,,,,,`,#
`,`,`,`,`,`,`,`,`,~,~,`,`,`,`,`,`,`,`,`,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
