#build start(15;15;Top left corner of central staircase) Surround embark area with a wall and basic defendable entryway.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,`,`,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,`,~,~,`,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,`,~,~,`,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,`,`,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,Tl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,Tl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,Cw,gw(1x1),Cw,Cw,Cw,Cw,,,,,,,,,,,,,,,,,,,,,,,Cw,#
Cw,`,,,,`,Cw,,,,,,,,,,Tl,,,,,,,,,,,,,Cw,#
Cw,,`,,`,,Cw,,,,,,,,,,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,#
Cw,,,`,,,Cw,,,,,,,Tl,,,g(1x1),,,,,,,,,,,,,Cw,#
Cw,,`,,`,,Cw,,,,,,,Cw,gw(1x1),Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,,Cw,#
Cw,`,,,,`,Cw,,,,,,Tl,Cw,,,,,,,,,,,,,,,,Cw,#
Cw,Cw,gw(3x1),,,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,g(2x1),,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,Cw,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
