f,b,h,d,,d,h,b,f,,f,b,h,d,,,d,h,b,f,,f,b,h,d,,d,h,b,f,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
f,b,h,d,,d,h,b,f,,f,b,h,d,,,d,h,b,f,,f,b,h,d,,d,h,b,f,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
b,,b,,,,b,,b,,f,b,h,d,,,d,h,b,f,,b,,b,,,,b,,b,,#
f,,f,,,,f,,f,,,,,,,,,,,,,f,,f,,,,f,,f,,#
h,,h,,,,h,,h,,,t,c,,,,,,,,,h,,h,,,,h,,h,,#
d,,d,,,,d,,d,,,t,c,,,,,,,,,d,,d,,,,d,,d,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
d,,d,,,,d,,d,,,,,,,,,c,t,,,d,,d,,,,d,,d,,#
h,,h,,,,h,,h,,,,,,,,,c,t,,,h,,h,,,,h,,h,,#
f,,f,,,,f,,f,,,,,,,,,,,,,f,,f,,,,f,,f,,#
b,,b,,,,b,,b,,f,b,h,d,,,d,h,b,f,,b,,b,,,,b,,b,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
f,b,h,d,,d,h,b,f,,f,b,h,d,,,d,h,b,f,,f,b,h,d,,d,h,b,f,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
f,b,h,d,,d,h,b,f,,f,b,h,d,,,d,h,b,f,,f,b,h,d,,d,h,b,f,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
