d,,,,,,,,,,,,,d,,,d,,,,,,,,,,,,,d,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
d,,,,,,,,,,,,,d,,,d,,,,,,,,,,,,,d,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
d,,,,,,,,,,,,,d,r,r,d,,,,,,,,,,,,,d,,#
,d,,,d,,,d,,d,,,d,,,,,d,,,d,,d,,,d,,,d,,,#
,,,,I,,,,,,r,,,,I,I,,,,r,,,,,,I,,,,,,#
,,,,I,,,,,,r,,,,I,I,,,,r,,,,,,I,,,,,,#
,d,,,d,,,d,,d,,,d,,,,,d,,,d,,d,,,d,,,d,,,#
d,,,,,,,,,,,,,d,r,r,d,,,,,,,,,,,,,d,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
d,,,,,,,,,,,,,d,,,d,,,,,,,,,,,,,d,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
d,,,,,,,,,,,,,d,,,d,,,,,,,,,,,,,d,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
